"module name","license","repository"
"@babel/plugin-transform-runtime@7.28.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-shorthand-properties@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-spread@7.28.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-sticky-regex@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-template-literals@7.27.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-typescript@7.28.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-unicode-regex@7.27.1","MIT","https://github.com/babel/babel"
"@babel/preset-react@7.28.5","MIT","https://github.com/babel/babel"
"@babel/preset-typescript@7.28.5","MIT","https://github.com/babel/babel"
"@babel/runtime@7.28.6","MIT","https://github.com/babel/babel"
"@babel/template@7.28.6","MIT","https://github.com/babel/babel"
"@babel/traverse@7.28.6","MIT","https://github.com/babel/babel"
"@babel/types@7.28.6","MIT","https://github.com/babel/babel"
"@egjs/hammerjs@2.0.17","MIT","https://github.com/naver/hammer.js"
"@expo/cli@54.0.23","MIT","https://github.com/expo/expo"
"@expo/code-signing-certificates@0.0.6","MIT","https://github.com/expo/code-signing-certificates"
"@expo/config-plugins@54.0.4","MIT","https://github.com/expo/expo"
"@expo/config-types@54.0.10","MIT","https://github.com/expo/expo"
"@expo/config@12.0.13","MIT","https://github.com/expo/expo"
"@expo/devcert@1.2.1","MIT","https://github.com/expo/devcert"
"@expo/devtools@0.1.8","MIT","https://github.com/expo/expo"
"@expo/env@2.0.8","MIT","https://github.com/expo/expo"
"@expo/fingerprint@0.15.4","MIT","https://github.com/expo/expo"
"@expo/image-utils@0.8.8","MIT","https://github.com/expo/expo"
"@expo/json-file@10.0.8","MIT","https://github.com/expo/expo"
"@expo/metro-config@54.0.14","MIT","https://github.com/expo/expo"
"@expo/metro@54.2.0","MIT","https://github.com/expo/expo-metro"
"@expo/osascript@2.3.8","MIT","https://github.com/expo/expo"
"@expo/package-manager@1.9.10","MIT","https://github.com/expo/expo"
"@expo/plist@0.4.8","MIT","https://github.com/expo/expo"
"@expo/prebuild-config@54.0.8","MIT","https://github.com/expo/expo"
"@expo/schema-utils@0.1.8","MIT","https://github.com/expo/expo"
"@expo/sdk-runtime-versions@1.0.0","MIT",""
"@expo/spawn-async@1.7.2","MIT","https://github.com/expo/spawn-async"
"@expo/sudo-prompt@9.3.2","MIT","https://github.com/expo/sudo-prompt"
"@expo/vector-icons@15.0.3","MIT","https://github.com/expo/vector-icons"
"@expo/ws-tunnel@1.0.6","MIT",""
"@expo/xcpretty@4.4.0","BSD-3-Clause","https://github.com/expo/expo-cli"
"@gorhom/bottom-sheet@5.2.8","MIT","https://github.com/gorhom/react-native-bottom-sheet"
"@gorhom/portal@1.0.14","MIT","https://github.com/gorhom/react-native-portal"
"@ide/backoff@1.0.0","MIT","https://github.com/ide/backoff"
"@isaacs/balanced-match@4.0.1","MIT","https://github.com/isaacs/balanced-match"
"@isaacs/brace-expansion@5.0.1","MIT",""
"@isaacs/fs-minipass@4.0.1","ISC","https://github.com/npm/fs-minipass"
"@isaacs/ttlcache@1.4.1","ISC","https://github.com/isaacs/ttlcache"
"@istanbuljs/load-nyc-config@1.1.0","ISC","https://github.com/istanbuljs/load-nyc-config"
"@istanbuljs/schema@0.1.3","MIT","https://github.com/istanbuljs/schema"
"@jest/create-cache-key-function@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/environment@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/fake-timers@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/schemas@29.6.3","MIT","https://github.com/jestjs/jest"
"@jest/transform@29.7.0","MIT","https://github.com/jestjs/jest"
"@jest/types@29.6.3","MIT","https://github.com/jestjs/jest"
"@jridgewell/gen-mapping@0.3.13","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/remapping@2.3.5","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/resolve-uri@3.1.2","MIT","https://github.com/jridgewell/resolve-uri"
"@jridgewell/source-map@0.3.11","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/sourcemap-codec@1.5.5","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/trace-mapping@0.3.31","MIT","https://github.com/jridgewell/sourcemaps"
"@react-native-async-storage/async-storage@2.2.0","MIT","https://github.com/react-native-async-storage/async-storage"
"@react-native/assets-registry@0.81.5","MIT","https://github.com/facebook/react-native"
"@react-native/babel-plugin-codegen@0.81.5","MIT","https://github.com/facebook/react-native"
"@react-native/babel-preset@0.81.5","MIT","https://github.com/facebook/react-native"
"@react-native/codegen@0.81.5","MIT","https://github.com/facebook/react-native"
"@react-native/community-cli-plugin@0.81.5","MIT","https://github.com/facebook/react-native"
"@react-native/debugger-frontend@0.81.5","BSD-3-Clause","https://github.com/facebook/react-native"
"@react-native/dev-middleware@0.81.5","MIT","https://github.com/facebook/react-native"
"@react-native/gradle-plugin@0.81.5","MIT","https://github.com/facebook/react-native"
"@react-native/js-polyfills@0.81.5","MIT","https://github.com/facebook/react-native"
"@react-native/normalize-colors@0.81.5","MIT","https://github.com/facebook/react-native"
"@react-native/virtualized-lists@0.81.5","MIT","https://github.com/facebook/react-native"
"@sinclair/typebox@0.27.8","MIT","https://github.com/sinclairzx81/typebox"
"@sinonjs/commons@3.0.1","BSD-3-Clause","https://github.com/sinonjs/commons"
"@sinonjs/fake-timers@10.3.0","BSD-3-Clause","https://github.com/sinonjs/fake-timers"
"@supabase/auth-js@2.90.1","MIT","https://github.com/supabase/supabase-js"
"@supabase/functions-js@2.90.1","MIT","https://github.com/supabase/supabase-js"
"@supabase/postgrest-js@2.90.1","MIT","https://github.com/supabase/supabase-js"
"@supabase/realtime-js@2.90.1","MIT","https://github.com/supabase/supabase-js"
"@supabase/storage-js@2.90.1","MIT","https://github.com/supabase/supabase-js"
"@supabase/supabase-js@2.90.1","MIT","https://github.com/supabase/supabase-js"
"@types/babel__core@7.20.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__generator@7.27.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__template@7.4.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/babel__traverse@7.28.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/geojson@7946.0.16","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/graceful-fs@4.1.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/hammerjs@2.0.46","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-coverage@2.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-report@3.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-reports@3.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@25.0.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/phoenix@1.6.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@19.1.17","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/stack-utils@2.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/ws@8.18.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs-parser@21.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs@17.0.35","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@ungap/structured-clone@1.3.0","ISC","https://github.com/ungap/structured-clone"
"@urql/core@5.2.0","MIT","https://github.com/urql-graphql/urql"
"@urql/exchange-retry@1.3.2","MIT","https://github.com/urql-graphql/urql"
"@xmldom/xmldom@0.8.11","MIT","https://github.com/xmldom/xmldom"
"abort-controller@3.0.0","MIT","https://github.com/mysticatea/abort-controller"
"accepts@1.3.8","MIT","https://github.com/jshttp/accepts"
"acorn@8.15.0","MIT","https://github.com/acornjs/acorn"
"agent-base@7.1.4","MIT","https://github.com/TooTallNate/proxy-agents"
"ajv@8.17.1","MIT","https://github.com/ajv-validator/ajv"
"anser@1.4.10","MIT","https://github.com/IonicaBizau/anser"
"ansi-escapes@4.3.2","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-regex@4.1.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@5.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@5.2.0","MIT","https://github.com/chalk/ansi-styles"
"any-promise@1.3.0","MIT","https://github.com/kevinbeaty/any-promise"
"anymatch@3.1.3","ISC","https://github.com/micromatch/anymatch"
"arg@5.0.2","MIT","https://github.com/vercel/arg"
"argparse@1.0.10","MIT","https://github.com/nodeca/argparse"
"argparse@2.0.1","Python-2.0","https://github.com/nodeca/argparse"
"asap@2.0.6","MIT","https://github.com/kriskowal/asap"
"assert@2.1.0","MIT","https://github.com/browserify/commonjs-assert"
"async-limiter@1.0.1","MIT","https://github.com/strml/async-limiter"
"available-typed-arrays@1.0.7","MIT","https://github.com/inspect-js/available-typed-arrays"
"babel-jest@29.7.0","MIT","https://github.com/jestjs/jest"
"babel-plugin-istanbul@6.1.1","BSD-3-Clause","https://github.com/istanbuljs/babel-plugin-istanbul"
"babel-plugin-jest-hoist@29.6.3","MIT","https://github.com/jestjs/jest"
"babel-plugin-polyfill-corejs2@0.4.14","MIT","https://github.com/babel/babel-polyfills"
"babel-plugin-polyfill-corejs3@0.13.0","MIT","https://github.com/babel/babel-polyfills"
"babel-plugin-polyfill-regenerator@0.6.5","MIT","https://github.com/babel/babel-polyfills"
"babel-plugin-react-compiler@1.0.0","MIT","https://github.com/facebook/react"
"babel-plugin-react-native-web@0.21.2","MIT","https://github.com/necolas/react-native-web"
"babel-plugin-syntax-hermes-parser@0.29.1","MIT","https://github.com/facebook/hermes"
"babel-plugin-transform-flow-enums@0.0.2","MIT","https://github.com/facebook/flow"
"babel-preset-current-node-syntax@1.2.0","MIT","https://github.com/nicolo-ribaudo/babel-preset-current-node-syntax"
"babel-preset-expo@54.0.10","MIT","https://github.com/expo/expo"
"babel-preset-jest@29.6.3","MIT","https://github.com/jestjs/jest"
"badgin@1.2.3","MIT","https://github.com/jaulz/badgin"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"base64-js@1.5.1","MIT","https://github.com/beatgammit/base64-js"
"baseline-browser-mapping@2.9.14","Apache-2.0","https://github.com/web-platform-dx/baseline-browser-mapping"
"better-opn@3.0.2","MIT","https://github.com/ExiaSR/better-opn"
"big-integer@1.6.52","Unlicense","https://github.com/peterolson/BigInteger.js"
"bplist-creator@0.1.0","MIT","https://github.com/nearinfinity/node-bplist-creator"
"bplist-parser@0.3.1","MIT","https://github.com/nearinfinity/node-bplist-parser"
"brace-expansion@1.1.12","MIT","https://github.com/juliangruber/brace-expansion"
"brace-expansion@2.0.2","MIT","https://github.com/juliangruber/brace-expansion"
"braces@3.0.3","MIT","https://github.com/micromatch/braces"
"browserslist@4.28.1","MIT","https://github.com/browserslist/browserslist"
"bser@2.1.1","Apache-2.0","https://github.com/facebook/watchman"
"buffer-from@1.1.2","MIT","https://github.com/LinusU/buffer-from"
"buffer@5.7.1","MIT","https://github.com/feross/buffer"
"bytes@3.1.2","MIT","https://github.com/visionmedia/bytes.js"
"call-bind-apply-helpers@1.0.2","MIT","https://github.com/ljharb/call-bind-apply-helpers"
"call-bind@1.0.8","MIT","https://github.com/ljharb/call-bind"
"call-bound@1.0.4","MIT","https://github.com/ljharb/call-bound"
"camelcase@5.3.1","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@6.3.0","MIT","https://github.com/sindresorhus/camelcase"
"caniuse-lite@1.0.30001764","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"chalk@4.1.2","MIT","https://github.com/chalk/chalk"
"chownr@3.0.0","BlueOak-1.0.0","https://github.com/isaacs/chownr"
"chrome-launcher@0.15.2","Apache-2.0","https://github.com/GoogleChrome/chrome-launcher"
"chromium-edge-launcher@0.2.0","Apache-2.0","https://github.com/cezaraugusto/chromium-edge-launcher"
"ci-info@2.0.0","MIT","https://github.com/watson/ci-info"
"ci-info@3.9.0","MIT","https://github.com/watson/ci-info"
"cli-cursor@2.1.0","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-spinners@2.9.2","MIT","https://github.com/sindresorhus/cli-spinners"
"cliui@6.0.0","ISC","https://github.com/yargs/cliui"
"cliui@8.0.1","ISC","https://github.com/yargs/cliui"
"clone@1.0.4","MIT","https://github.com/pvorb/node-clone"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"commander@12.1.0","MIT","https://github.com/tj/commander.js"
"commander@2.20.3","MIT","https://github.com/tj/commander.js"
"commander@4.1.1","MIT","https://github.com/tj/commander.js"
"commander@7.2.0","MIT","https://github.com/tj/commander.js"
"compressible@2.0.18","MIT","https://github.com/jshttp/compressible"
"compression@1.8.1","MIT","https://github.com/expressjs/compression"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"connect@3.7.0","MIT","https://github.com/senchalabs/connect"
"convert-source-map@2.0.0","MIT","https://github.com/thlorenz/convert-source-map"
"core-js-compat@3.47.0","MIT","https://github.com/zloirock/core-js"
"cross-spawn@7.0.6","MIT","https://github.com/moxystudio/node-cross-spawn"
"crypto-random-string@2.0.0","MIT","https://github.com/sindresorhus/crypto-random-string"
"csstype@3.2.3","MIT","https://github.com/frenic/csstype"
"debug@2.6.9","MIT","https://github.com/visionmedia/debug"
"debug@3.2.7","MIT","https://github.com/visionmedia/debug"
"debug@4.4.3","MIT","https://github.com/debug-js/debug"
"decamelize@1.2.0","MIT","https://github.com/sindresorhus/decamelize"
"deep-extend@0.6.0","MIT","https://github.com/unclechu/node-deep-extend"
"deepmerge@4.3.1","MIT","https://github.com/TehShrike/deepmerge"
"defaults@1.0.4","MIT","https://github.com/sindresorhus/node-defaults"
"define-data-property@1.1.4","MIT","https://github.com/ljharb/define-data-property"
"define-lazy-prop@2.0.0","MIT","https://github.com/sindresorhus/define-lazy-prop"
"define-properties@1.2.1","MIT","https://github.com/ljharb/define-properties"
"depd@2.0.0","MIT","https://github.com/dougwilson/nodejs-depd"
"destroy@1.2.0","MIT","https://github.com/stream-utils/destroy"
"detect-libc@2.1.2","Apache-2.0","https://github.com/lovell/detect-libc"
"dijkstrajs@1.0.3","MIT","https://github.com/tcort/dijkstrajs"
"dotenv-expand@11.0.7","BSD-2-Clause","https://github.com/motdotla/dotenv-expand"
"dotenv@16.4.7","BSD-2-Clause","https://github.com/motdotla/dotenv"
"dotenv@16.6.1","BSD-2-Clause","https://github.com/motdotla/dotenv"
"dunder-proto@1.0.1","MIT","https://github.com/es-shims/dunder-proto"
"ee-first@1.1.1","MIT","https://github.com/jonathanong/ee-first"
"electron-to-chromium@1.5.267","ISC","https://github.com/kilian/electron-to-chromium"
"emoji-regex@8.0.0","MIT","https://github.com/mathiasbynens/emoji-regex"
"encodeurl@1.0.2","MIT","https://github.com/pillarjs/encodeurl"
"encodeurl@2.0.0","MIT","https://github.com/pillarjs/encodeurl"
"env-editor@0.4.2","MIT","https://github.com/sindresorhus/env-editor"
"error-stack-parser@2.1.4","MIT","https://github.com/stacktracejs/error-stack-parser"
"es-define-property@1.0.1","MIT","https://github.com/ljharb/es-define-property"
"es-errors@1.3.0","MIT","https://github.com/ljharb/es-errors"
"es-object-atoms@1.1.1","MIT","https://github.com/ljharb/es-object-atoms"
"escalade@3.2.0","MIT","https://github.com/lukeed/escalade"
"escape-html@1.0.3","MIT","https://github.com/component/escape-html"
"escape-string-regexp@1.0.5","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escape-string-regexp@2.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escape-string-regexp@4.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"esprima@4.0.1","BSD-2-Clause","https://github.com/jquery/esprima"
"etag@1.8.1","MIT","https://github.com/jshttp/etag"
"event-target-shim@5.0.1","MIT","https://github.com/mysticatea/event-target-shim"
"exec-async@2.2.0","MIT","https://github.com/ccheever/exec-async"
"expo-application@7.0.8","MIT","https://github.com/expo/expo"
"expo-asset@12.0.12","MIT","https://github.com/expo/expo"
"expo-camera@17.0.10","MIT","https://github.com/expo/expo"
"expo-clipboard@8.0.8","MIT","https://github.com/expo/expo"
"expo-constants@18.0.13","MIT","https://github.com/expo/expo"
"expo-dev-client@6.0.20","MIT","https://github.com/expo/expo"
"expo-dev-launcher@6.0.20","MIT","https://github.com/expo/expo"
"expo-dev-menu-interface@2.0.0","MIT","https://github.com/expo/expo"
"expo-dev-menu@7.0.18","MIT","https://github.com/expo/expo"
"expo-device@8.0.10","MIT","https://github.com/expo/expo"
"expo-file-system@19.0.21","MIT","https://github.com/expo/expo"
"expo-font@14.0.11","MIT","https://github.com/expo/expo"
"expo-image-loader@6.0.0","MIT","https://github.com/expo/expo"
"expo-image-manipulator@14.0.8","MIT","https://github.com/expo/expo"
"expo-image-picker@17.0.10","MIT","https://github.com/expo/expo"
"expo-json-utils@0.15.0","MIT","https://github.com/expo/expo"
"expo-keep-awake@15.0.8","MIT","https://github.com/expo/expo"
"expo-linear-gradient@15.0.8","MIT","https://github.com/expo/expo"
"expo-location@19.0.8","MIT","https://github.com/expo/expo"
"expo-manifests@1.0.10","MIT","https://github.com/expo/expo"
"expo-modules-autolinking@3.0.24","MIT","https://github.com/expo/expo"
"expo-modules-core@3.0.29","MIT","https://github.com/expo/expo"
"expo-notifications@0.32.16","MIT","https://github.com/expo/expo"
"expo-server@1.0.5","MIT","https://github.com/expo/expo"
"expo-updates-interface@2.0.0","MIT","https://github.com/expo/expo"
"expo-web-browser@15.0.10","MIT","https://github.com/expo/expo"
"expo@54.0.33","MIT","https://github.com/expo/expo"
"exponential-backoff@3.1.3","Apache-2.0","https://github.com/coveooss/exponential-backoff"
"fast-deep-equal@3.1.3","MIT","https://github.com/epoberezkin/fast-deep-equal"
"fast-json-stable-stringify@2.1.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"fast-uri@3.1.0","BSD-3-Clause","https://github.com/fastify/fast-uri"
"fb-watchman@2.0.2","Apache-2.0","https://github.com/facebook/watchman"
"fdir@6.5.0","MIT","https://github.com/thecodrr/fdir"
"fill-range@7.1.1","MIT","https://github.com/jonschlinkert/fill-range"
"finalhandler@1.1.2","MIT","https://github.com/pillarjs/finalhandler"
"find-up@4.1.0","MIT","https://github.com/sindresorhus/find-up"
"flow-enums-runtime@0.0.6","MIT","https://github.com/facebook/flow"
"fontfaceobserver@2.3.0","BSD-2-Clause","https://github.com/bramstein/fontfaceobserver"
"for-each@0.3.5","MIT","https://github.com/Raynos/for-each"
"freeport-async@2.0.0","MIT","https://github.com/expo/freeport-async"
"fresh@0.5.2","MIT","https://github.com/jshttp/fresh"
"fs.realpath@1.0.0","ISC","https://github.com/isaacs/fs.realpath"
"function-bind@1.1.2","MIT","https://github.com/Raynos/function-bind"
"generator-function@2.0.1","MIT","https://github.com/TimothyGu/generator-function"
"gensync@1.0.0-beta.2","MIT","https://github.com/loganfsmyth/gensync"
"get-caller-file@2.0.5","ISC","https://github.com/stefanpenner/get-caller-file"
"get-intrinsic@1.3.0","MIT","https://github.com/ljharb/get-intrinsic"
"get-package-type@0.1.0","MIT","https://github.com/cfware/get-package-type"
"get-proto@1.0.1","MIT","https://github.com/ljharb/get-proto"
"getenv@2.0.0","MIT","https://github.com/ctavan/node-getenv"
"glob@13.0.0","BlueOak-1.0.0","https://github.com/isaacs/node-glob"
"glob@13.0.1","BlueOak-1.0.0","https://github.com/isaacs/node-glob"
"glob@7.2.3","ISC","https://github.com/isaacs/node-glob"
"global-dirs@0.1.1","MIT","https://github.com/sindresorhus/global-dirs"
"gopd@1.2.0","MIT","https://github.com/ljharb/gopd"
"graceful-fs@4.2.11","ISC","https://github.com/isaacs/node-graceful-fs"
"has-flag@3.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-flag@4.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-property-descriptors@1.0.2","MIT","https://github.com/inspect-js/has-property-descriptors"
"has-symbols@1.1.0","MIT","https://github.com/inspect-js/has-symbols"
